hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,market_segment,Cost,meal
"Resort Hotel",1,82,2018,August,31,1,2,5,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,222.14,0,0,Canceled,6/11/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,91,2018,August,31,1,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",241,NULL,0,Transient,127.82,0,2,Canceled,5/22/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,77,2018,August,31,1,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,194.14,0,0,Canceled,5/19/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,130,2018,August,31,1,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,2,Canceled,5/19/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,91,2018,August,31,1,2,5,2,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",241,NULL,0,Transient,144.53,0,3,Canceled,6/6/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,130,2018,August,31,1,2,6,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",149,NULL,0,Transient,96.3,0,0,Canceled,5/22/2018,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",1,53,2018,August,31,1,3,6,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,210.78,0,0,Canceled,6/16/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,80,2018,August,31,1,4,6,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",242,NULL,0,Transient,169,0,1,Canceled,7/21/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,77,2018,August,31,1,4,6,2,1,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,174.7,0,3,Canceled,7/22/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,57,2018,August,31,1,4,10,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,C,C,1,"No Deposit",241,NULL,0,Transient,135.53,0,0,Canceled,7/7/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,25,2018,August,32,2,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,144,0,2,Canceled,7/8/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,2,2018,August,32,2,2,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,C,0,"No Deposit",240,NULL,0,Transient,162.5,0,1,Canceled,8/1/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,36,2018,August,32,2,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,209.6,0,2,Canceled,6/29/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,327,2018,August,32,2,4,10,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",40,NULL,0,Contract,104.55,0,0,Canceled,4/23/2018,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",1,47,2018,August,32,3,1,1,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,205,0,0,Canceled,6/17/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,81,2018,August,32,3,1,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",8,NULL,0,Contract,123,0,0,Canceled,7/18/2018,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",1,52,2018,August,32,3,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,173,0,0,Canceled,7/13/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,13,2018,August,32,3,1,4,2,2,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,C,C,1,"No Deposit",142,NULL,0,Contract,220.55,0,0,Canceled,7/24/2018,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",1,131,2018,August,32,3,2,5,2,0,1,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,1,"No Deposit",177,NULL,0,Transient,119.7,0,1,Canceled,3/28/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,82,2018,August,32,3,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,0,Canceled,7/6/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,61,2018,August,32,3,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,153,0,0,Canceled,7/23/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,36,2018,August,32,4,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,"No Deposit",250,NULL,0,Transient,221,0,0,Canceled,7/29/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,61,2018,August,32,4,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,153,0,0,Canceled,7/6/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,15,2018,August,32,4,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,211,0,1,Canceled,7/21/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,13,2018,August,32,4,1,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,211,0,1,Canceled,7/25/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,0,2018,August,32,5,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,172,0,1,Canceled,8/5/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,114,2018,August,32,5,0,3,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,149.4,0,0,Canceled,7/4/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,111,2018,August,32,5,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",240,NULL,0,Transient,154,0,1,Canceled,6/15/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,57,2018,August,32,5,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,183,0,0,Canceled,7/23/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,16,2018,August,32,5,1,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,242.6,0,1,Canceled,7/22/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,117,2018,August,32,5,2,6,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,166,0,0,Canceled,4/22/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,69,2018,August,32,6,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,"No Deposit",146,NULL,0,Transient,112,0,0,Canceled,6/5/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,118,2018,August,32,6,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,0,Canceled,5/20/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,28,2018,August,32,6,1,3,3,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",242,NULL,0,Transient,239.3,0,1,Canceled,7/21/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,49,2018,August,32,7,0,2,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,H,H,0,"No Deposit",240,NULL,0,Transient,267,0,0,Canceled,6/22/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,45,2018,August,32,7,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,173,0,0,Canceled,7/27/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,53,2018,August,32,7,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,173,0,0,Canceled,6/22/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,4,2018,August,32,7,2,2,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,1,"No Deposit",240,NULL,0,Transient,277.5,0,2,Canceled,8/4/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,46,2018,August,32,7,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,153,0,0,Canceled,7/14/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,122,2018,August,32,7,2,2,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,186,0,1,Canceled,4/13/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,43,2018,August,32,7,2,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,202,0,0,Canceled,6/27/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,73,2018,August,32,7,2,5,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",105,NULL,0,Transient,169,0,0,Canceled,7/9/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,113,2018,August,32,7,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",105,NULL,0,Transient-Party,154.38,0,1,Canceled,5/14/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,87,2018,August,32,8,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,164,0,1,Canceled,7/27/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,106,2018,August,32,8,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,1,Canceled,7/9/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,78,2018,August,32,8,1,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,"No Deposit",250,NULL,0,Transient,181,0,0,Canceled,6/12/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,137,2018,August,32,8,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,108.54,0,1,Canceled,4/6/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,67,2018,August,32,8,2,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,186,0,0,Canceled,6/17/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,54,2018,August,32,8,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,205,0,1,Canceled,6/22/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,87,2018,August,32,8,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,154,0,1,Canceled,5/19/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,60,2018,August,32,8,2,5,2,2,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,C,C,0,"No Deposit",196,NULL,0,Transient,135.2,0,0,Canceled,7/27/2018,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",1,54,2018,August,32,8,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,"No Deposit",250,NULL,0,Transient,228,0,0,Canceled,8/8/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,84,2018,August,32,8,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,2,Canceled,5/16/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,106,2018,August,32,8,2,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",171,NULL,0,Transient,119.7,0,1,Canceled,8/8/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,91,2018,August,32,8,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,1,Canceled,5/14/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,58,2018,August,32,8,2,6,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,"No Deposit",250,NULL,0,Transient,173,0,0,Canceled,7/20/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,9,2018,August,33,9,2,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",250,NULL,0,Transient,207,0,2,Canceled,8/1/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,10,2018,August,33,9,2,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,211.5,0,1,Canceled,7/30/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,65,2018,August,33,9,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,145.4,0,0,Canceled,6/22/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,129,2018,August,33,9,2,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,101.25,0,0,Canceled,4/6/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,122,2018,August,33,9,2,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,166,0,2,Canceled,5/27/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,41,2018,August,33,9,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,202,0,2,Canceled,7/17/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,41,2018,August,33,9,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,172,0,2,Canceled,7/17/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,68,2018,August,33,9,2,5,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,214,0,0,Canceled,6/3/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,72,2018,August,33,9,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,154,0,0,Canceled,6/8/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,127,2018,August,33,9,4,10,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",29,NULL,0,Transient-Party,133,0,1,Canceled,6/3/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,127,2018,August,33,9,4,10,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,1,"No Deposit",29,NULL,0,Transient-Party,120,0,1,Canceled,6/3/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,47,2018,August,33,10,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,192,0,1,Canceled,6/25/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,72,2018,August,33,10,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,0,Canceled,6/4/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,139,2018,August,33,10,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,147.6,0,1,Canceled,5/9/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,63,2018,August,33,10,1,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,205,0,0,Canceled,6/19/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,75,2018,August,33,10,1,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",142,NULL,0,Transient,107.2,0,0,Canceled,6/2/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,63,2018,August,33,10,1,5,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",250,NULL,0,Transient,200,0,1,Canceled,6/24/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,77,2018,August,33,10,1,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,0,Canceled,7/8/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,95,2018,August,33,10,2,5,4,0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,"No Deposit",NULL,NULL,0,Transient,190,0,0,Canceled,6/26/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,101,2018,August,33,10,2,5,2,0,1,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,196,0,2,Canceled,7/30/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,38,2018,August,33,10,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,185.57,0,2,Canceled,7/14/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,60,2018,August,33,10,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,"No Deposit",NULL,NULL,0,Transient,175,0,1,Canceled,6/22/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,87,2018,August,33,11,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,"No Deposit",250,NULL,0,Transient,134,0,0,Canceled,8/5/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,31,2018,August,33,11,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,211,0,2,Canceled,7/20/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,74,2018,August,33,11,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,"No Deposit",250,NULL,0,Transient,134,0,1,Canceled,7/20/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,120,2018,August,33,11,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,1,Canceled,6/11/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,120,2018,August,33,11,0,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,112.5,0,1,Canceled,6/11/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,116,2018,August,33,11,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,164,0,0,Canceled,6/1/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,83,2018,August,33,11,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,0,Canceled,5/23/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,27,2018,August,33,11,0,4,1,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,"No Deposit",250,NULL,0,Transient,207,0,2,Canceled,7/17/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,78,2018,August,33,11,0,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,NULL,0,Transient,214,0,0,Canceled,6/25/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,117,2018,August,33,11,0,5,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",242,NULL,0,Transient-Party,186,0,1,Canceled,4/20/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,85,2018,August,33,11,0,5,3,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",242,NULL,0,Transient,162.3,0,3,Canceled,6/30/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,22,2018,August,33,11,1,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,241,0,0,Canceled,7/22/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,34,2018,August,33,11,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,274.93,0,2,Canceled,7/17/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,69,2018,August,33,11,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,156.73,0,0,Canceled,6/4/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,85,2018,August,33,11,0,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",242,NULL,0,Transient,134,0,2,Canceled,6/30/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,102,2018,August,33,11,0,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,134,0,1,Canceled,5/6/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,102,2018,August,33,11,2,10,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,196,0,2,Canceled,5/6/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,80,2018,August,33,11,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,NULL,0,Transient,98.02,0,0,Canceled,5/23/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,85,2018,August,33,11,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,0,Canceled,5/23/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,1,2018,August,33,12,0,1,2,0,1,BB,PRT,Direct,Direct,0,0,0,E,E,0,"No Deposit",NULL,NULL,0,Transient,191,0,2,Canceled,8/12/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,22,2018,August,33,12,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",240,NULL,0,Transient,211,0,3,Canceled,8/3/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,55,2018,August,33,12,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",241,NULL,0,Transient,133.21,0,0,Canceled,6/19/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,68,2018,August,33,12,2,6,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,173.5,0,0,Canceled,8/11/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,128,2018,August,33,12,2,8,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",6,NULL,0,Transient-Party,90.95,0,1,Canceled,6/15/2018,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",1,85,2018,August,33,12,4,10,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,0,Canceled,6/17/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,9,2018,August,33,13,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,"No Deposit",110,NULL,0,Transient,184.45,0,0,Canceled,8/13/2018,0.15,Corporate,12.99,BB
"Resort Hotel",1,120,2018,August,33,13,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,120.6,0,0,Canceled,6/22/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,72,2018,August,33,13,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",147,NULL,0,Transient,114.14,0,1,Canceled,6/2/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,8,2018,August,33,13,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,178.33,0,2,Canceled,8/12/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,15,2018,August,33,13,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,"No Deposit",NULL,NULL,0,Transient,211,0,0,Canceled,8/11/2018,0.1,Direct,12.99,BB
"Resort Hotel",1,23,2018,August,33,13,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,187.2,0,2,Canceled,7/29/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,23,2018,August,33,13,2,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,178.2,0,2,Canceled,7/29/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,89,2018,August,33,13,2,5,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,B,0,"No Deposit",142,NULL,0,Contract,107.2,0,2,Canceled,8/11/2018,0.3,"Offline TA/TO",12.99,BB
"Resort Hotel",1,34,2018,August,33,14,0,2,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,G,G,1,"No Deposit",240,NULL,0,Transient,271,0,0,Canceled,8/4/2018,NULL,NULL,12.99,BB
"Resort Hotel",1,51,2018,August,33,14,0,2,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,NULL,0,Transient,232,0,1,Canceled,6/26/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,84,2018,August,33,14,2,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",134,NULL,0,Transient,133,0,0,Canceled,5/29/2018,0.3,"Offline TA/TO",17.99,HB
"Resort Hotel",1,63,2018,August,33,14,2,2,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,NULL,0,Transient,195.5,0,0,Canceled,7/31/2018,NULL,NULL,17.99,HB
"Resort Hotel",1,91,2018,August,33,14,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,"No Deposit",NULL,NULL,0,Transient,209,0,0,Canceled,5/25/2018,0.1,Direct,17.99,HB
"Resort Hotel",1,64,2018,August,33,14,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",NULL,NULL,0,Transient-Party,229,0,1,Canceled,6/15/2018,0.1,Direct,17.99,HB
